ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,GXCAN15,DCDC48V,LPTC,BMS,Tester,APM,HPC_ETH,LPDP,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
